auctionNo;auctionUniqueId;organization;auctionId;auctionStart;auctionEnd;auctionName;auctionVal;comparativePrice;winnerOffer;currency;invitationsCount;registeredParticipantsCount;activeParticipantsCount;winner;auctionType;category;subcategory;itemsCount;offerChangesCount;extensionsCount;country;percentageReductionMinStep;savingComparison
4050;154-52-6953;52;6953;6.11.2018 12:30;7.11.2018 10:00;Poptávka přepra;Celková nabídka účastníka;0;252;EUR;52;10;10;6043;poptavka;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;30;0;Česká republika;0;0
4051;636-1-2854;1;2854;1.11.2018 12:00;7.11.2018 10:00;Kalendáře a diá;Celková nabídka účastníka;0;75160,2;CZK;8;21;21;384;poptavka;Kancelář;Kancelářské potřeby;6;95;0;Česká republika;0,1;0
4052;636-3-2834;3;2834;22.10.2018 6:45;7.11.2018 10:08;Zpracování proj;Celková nabídka účastníka;0;185130;CZK;10;17;17;1065;poptavka;Dopravní služby, auto-moto a příslušenství;Železniční doprava;1;39;4;Česká republika;0,1;0
4053;636-1-2856;1;2856;2.11.2018 8:00;7.11.2018 10:24;Hutní materiál ;Celková nabídka účastníka;0;30677,59;CZK;13;27;27;329;poptavka;Hutní materiál, kovy a slitiny;Tyče a dráty;11;334;12;Česká republika;0,1;0
4054;1072-6-825;6;825;2.11.2018 11:00;7.11.2018 10:30;Výběrové řízení;Jednotlivé položky;0;3477062;CZK;13;19;19;2945;ERMMA;Hutní materiál, kovy a slitiny;Tyče a dráty;11;697;151;;0,1;0
4055;1465-19-1020;19;1020;7.11.2018 8:35;7.11.2018 10:54;export 117207, ;Jednotlivé položky;0;760;EUR;21;15;15;1713;ERMMA;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;92;2;;0;0
4056;1474-19-1020;19;1020;7.11.2018 8:35;7.11.2018 10:54;export 117207, ;Jednotlivé položky;0;752,4;EUR;23;15;15;1713;ERMMA;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;92;2;;0;0
4057;509-35-1045;35;1045;30.10.2018 15:00;7.11.2018 10:54;Dodávka 1000 ks;Celková nabídka účastníka;0;7210;CZK;4;3;3;3018;ERMMA;Stavebnictví;Stavební materiály;1;6;0;Česká republika;0,1;0
4058;148-88-5508;88;5508;7.11.2018 6:24;7.11.2018 11:00;Rozvaděče - Akc;Celková nabídka účastníka;0;62767,68;CZK;12;5;5;6842;poptavka;Elektro, elektromateriál;Izolátory a ostatní elektromateriál;4;37;0;Česká republika;0,1;0
4059;1105-60-2732;60;2732;6.11.2018 10:00;7.11.2018 12:00;Silniční doprav;Celková nabídka účastníka;0;16275;CZK;35;22;22;8933;poptavka;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;39;0;;0;0
4060;198-116-5353;116;5353;30.10.2018 11:30;7.11.2018 12:00;Těsnění;Jednotlivé položky;1058,76;164,8;CZK;27;8;8;4185;poptavka;Stroje, zařízení, nástroje, nářadí;Těsnění, ventily;3;23;0;Česká republika;0,1;0,844346216
4061;148-88-5521;88;5521;6.11.2018 13:15;7.11.2018 12:30;Trubky (DZ - ba;Jednotlivé položky;0;7056,324;CZK;11;10;10;5130;poptavka;Hutní materiál, kovy a slitiny;Tyče a dráty;5;64;0;Česká republika;0,1;0
4062;198-116-5354;116;5354;30.10.2018 12:00;7.11.2018 12:30;Ložiska;Jednotlivé položky;5644,4;3602,48;CZK;23;14;14;4408;poptavka;Stroje, zařízení, nástroje, nářadí;Ložiska, gufera;2;43;0;Česká republika;0,1;0,361760329
4063;1465-19-1025;19;1025;7.11.2018 12:00;7.11.2018 12:45;import F-57910 ;Jednotlivé položky;0;1390,5;EUR;21;8;8;1713;ERMMA;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;68;0;;0;0
4064;1474-19-1025;19;1025;7.11.2018 12:00;7.11.2018 12:45;import F-57910 ;Jednotlivé položky;0;1309,5;EUR;23;8;8;1713;ERMMA;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;68;0;;0;0
4065;1105-60-2730;60;2730;5.11.2018 12:00;7.11.2018 14:00;Nástroje pro ob;Jednotlivé položky;23753,07;4411,56;CZK;39;30;30;5874;poptavka;Stroje, zařízení, nástroje, nářadí;Nářadí a nástroje;10;239;0;;0,1;0,814274113
4066;1465-19-1022;19;1022;7.11.2018 13:12;7.11.2018 14:27;export taxi 043;Jednotlivé položky;0;459;EUR;23;12;12;1726;ERMMA;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;185;0;;0;0
4067;1474-19-1022;19;1022;7.11.2018 13:12;7.11.2018 14:27;export taxi 043;Jednotlivé položky;0;454,5;EUR;21;12;12;1726;ERMMA;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;185;0;;0;0
4068;148-88-5520;88;5520;6.11.2018 13:00;7.11.2018 18:00;Tyče IPE, HEA, ;Jednotlivé položky;0;101263,56;CZK;10;10;10;6617;poptavka;Hutní materiál, kovy a slitiny;Tyče a dráty;4;50;0;Česká republika;0,1;0
4069;84-74-2812;74;2812;18.9.2018 9:57;8.11.2018 8:30;Oprava technolo;Celková nabídka účastníka;0;476220,5;CZK;2;29;29;5596;poptavka;Stroje, zařízení, nástroje, nářadí;Opravy a údržba;16;171;0;Česká republika;0,1;0
4070;1120-36-2484;36;2484;7.11.2018 15:31;8.11.2018 9:31;Profily AB MIX ;Multikriteriální hodnocení;0;0;EUR;14;45;45;0;poptavka;Hutní materiál, kovy a slitiny;Tyče a dráty;11;809;0;;0,1;0
4071;80-2-3157;2;3157;10.10.2018 16:00;8.11.2018 9:36;Přemístění podn;Celková nabídka účastníka;740000;615940;CZK;23;33;33;3462;ERMMA;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;207;8;Česká republika;0;0,167648649
4072;1105-60-2736;60;2736;7.11.2018 14:00;8.11.2018 10:00;Silniční doprav;Celková nabídka účastníka;0;17472;CZK;37;24;24;9535;poptavka;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;93;0;;0;0
4073;162-1-9430;1;9430;5.11.2018 14:02;8.11.2018 10:00;Vŕtačka DUSS 4-;Celková nabídka účastníka;0;2568,8;EUR;10;3;3;58;poptavka;Stroje, zařízení, nástroje, nářadí;Nářadí a nástroje;1;4;0;Slovenská republika;0,1;0
4074;291-107-3841;107;3841;6.11.2018 12:30;8.11.2018 10:20;Multifunkčný op;Celková nabídka účastníka;448541;420961;EUR;1;3;3;5610;ERMMA;Počítače, IT a telekomunikační služby;Software a informační systémy;1;9;0;Slovenská republika;0,5;0,061488247
4075;509-35-1047;35;1047;6.11.2018 12:00;8.11.2018 10:21;Výroba Filtrsep;Celková nabídka účastníka;264996;239040;CZK;4;6;6;2389;ERMMA;Hutní materiál, kovy a slitiny;Kovovýroba a povrchová úprava kovů;1;11;2;Česká republika;0;0,097948648
4076;1465-19-1027;19;1027;8.11.2018 8:35;8.11.2018 10:40;export z 99444 ;Jednotlivé položky;0;1568;EUR;22;8;8;1726;ERMMA;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;62;10;;0;0
4077;1474-19-1027;19;1027;8.11.2018 8:35;8.11.2018 10:40;export z 99444 ;Jednotlivé položky;0;1584;EUR;23;8;8;1726;ERMMA;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;62;10;;0;0
4078;148-88-5522;88;5522;7.11.2018 10:45;8.11.2018 11:15;Úhelníky, tyče ;Jednotlivé položky;0;17950,98;CZK;11;10;10;7752;ERMMA;Hutní materiál, kovy a slitiny;Tyče a dráty;13;48;0;Česká republika;0,3;0
4079;291-107-3842;107;3842;6.11.2018 12:45;8.11.2018 11:20;Výmena dátového;Celková nabídka účastníka;335313;311640;EUR;2;5;5;5758;ERMMA;Počítače, IT a telekomunikační služby;Hardware a příslušenství;1;23;0;Slovenská republika;0,5;0,070599708
4080;1105-60-2729;60;2729;5.11.2018 9:00;8.11.2018 12:00;Stěnová průchod;Jednotlivé položky;0;37068;CZK;6;24;24;7793;poptavka;Elektro, elektromateriál;Vodiče, rozvaděče a kabely;1;210;0;;0,1;0
4081;258-20-1277;20;1277;7.11.2018 12:00;8.11.2018 13:00;Visačky, štítky;Celková nabídka účastníka;0;73321,58;CZK;5;19;19;3516;poptavka;Marketing, reklama a tisk;Tisk, tiskařské služby;18;216;0;CZ;0,1;0
4082;162-1-9435;1;9435;6.11.2018 12:20;8.11.2018 13:00;;Celková nabídka účastníka;0;890;EUR;7;4;4;634;poptavka;Hutní materiál, kovy a slitiny;Tyče a dráty;1;5;0;Slovenská republika;0,1;0
4083;162-1-9419;1;9419;5.11.2018 13:00;8.11.2018 13:00;Overenie: priet;Jednotlivé položky;0;92,15;EUR;14;4;4;2348;poptavka;Stroje, zařízení, nástroje, nářadí;Měřicí přístroje;4;5;0;Slovenská republika;0,1;0
4084;1197-8-606;8;606;25.10.2018 8:00;8.11.2018 13:20;Dostawa urządze;Multikriteriální hodnocení;0;84122,5;PLN;31;18;18;1083;ERMMA;Stroje, zařízení, nástroje, nářadí;Měřicí přístroje;2;55;0;;0,1;0
4085;1465-19-1030;19;1030;8.11.2018 13:42;8.11.2018 14:51;export 117207, ;Jednotlivé položky;0;414,1;EUR;23;16;16;1711;ERMMA;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;98;2;;0;0
4086;1474-19-1030;19;1030;8.11.2018 13:42;8.11.2018 14:51;export 117207, ;Jednotlivé položky;0;397,7;EUR;25;16;16;1711;ERMMA;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;98;2;;0;0
4087;1120-36-2485;36;2485;8.11.2018 10:42;8.11.2018 16:42;plechy-8.11.201;Jednotlivé položky;0;864;EUR;15;36;36;9683;poptavka;Hutní materiál, kovy a slitiny;Plechy;13;212;0;;0,1;0
4088;1120-36-2486;36;2486;8.11.2018 10:47;8.11.2018 16:47;Profily 08.11.2;Multikriteriální hodnocení;0;0;EUR;13;43;43;0;poptavka;Hutní materiál, kovy a slitiny;Tyče a dráty;22;302;0;;0,1;0
4089;198-116-5362;116;5362;30.10.2018 15:30;8.11.2018 17:00;kohouty,hadice ;Jednotlivé položky;3297,632;3278;CZK;41;12;12;5015;poptavka;Hutní materiál, kovy a slitiny;Roury, armatury a trubky;4;43;0;Česká republika;0,1;0,005953363
4090;1465-19-1035;19;1035;8.11.2018 15:40;9.11.2018 8:25;95892 Cergy Pon;Jednotlivé položky;0;525;EUR;20;6;6;1726;ERMMA;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;12;0;;0;0
4091;1474-19-1035;19;1035;8.11.2018 15:40;9.11.2018 8:25;95892 Cergy Pon;Jednotlivé položky;0;509,25;EUR;21;6;6;1726;ERMMA;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;12;0;;0;0
4092;1465-19-1034;19;1034;8.11.2018 15:30;9.11.2018 8:25;95892 Cergy Pon;Jednotlivé položky;0;213,4;EUR;-2;5;5;1726;ERMMA;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;43;5;;0;0
4093;1474-19-1034;19;1034;8.11.2018 15:30;9.11.2018 8:25;95892 Cergy Pon;Jednotlivé položky;0;213,4;EUR;1;5;5;1726;ERMMA;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;43;5;;0;0
4094;1465-19-1033;19;1033;8.11.2018 15:00;9.11.2018 9:15;76227 Karlsruhe;Jednotlivé položky;0;275,4;EUR;21;16;16;1726;ERMMA;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;576;0;;0;0
4095;1474-19-1033;19;1033;8.11.2018 15:00;9.11.2018 9:15;76227 Karlsruhe;Jednotlivé položky;0;280,8;EUR;23;16;16;1726;ERMMA;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;576;0;;0;0
4096;1465-19-1032;19;1032;8.11.2018 14:58;9.11.2018 9:21;80939 München +;Jednotlivé položky;0;399;EUR;21;10;10;1726;ERMMA;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;155;4;;0;0
4097;1474-19-1032;19;1032;8.11.2018 14:58;9.11.2018 9:21;80939 München +;Jednotlivé položky;0;415,8;EUR;23;10;10;1726;ERMMA;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;155;4;;0;0
4098;1465-19-1037;19;1037;9.11.2018 7:40;9.11.2018 9:25;špeciál do Mala;Jednotlivé položky;0;555,5;EUR;8;9;9;1726;ERMMA;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;90;5;;0;0
4099;1474-19-1037;19;1037;9.11.2018 7:40;9.11.2018 9:25;špeciál do Mala;Jednotlivé položky;0;577,5;EUR;10;9;9;1726;ERMMA;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;90;5;;0;0
4100;1120-36-2487;36;2487;8.11.2018 11:27;9.11.2018 9:27;Profily 08.11.2;Multikriteriální hodnocení;0;5890,4389;EUR;13;22;22;9592;poptavka;Hutní materiál, kovy a slitiny;Tyče a dráty;7;144;0;;0,1;0
4101;346-40-520;40;520;5.11.2018 14:00;9.11.2018 10:30;Lepidla Loctite;Jednotlivé položky;25737,0941;19044,6;EUR;5;25;25;3724;ERMMA;Stroje, zařízení, nástroje, nářadí;Ložiska, gufera;9;658;5;;0,1;0,260033012
4102;198-116-5332;116;5332;23.10.2018 12:00;9.11.2018 10:30;Náhradní díly;Jednotlivé položky;0;37117,5;CZK;15;11;11;4066;poptavka;Stroje, zařízení, nástroje, nářadí;Náhradní díly;2;28;0;Česká republika;0,1;0
4103;148-88-5519;88;5519;6.11.2018 12:00;9.11.2018 12:00;42762 - spoj. m;Celková nabídka účastníka;0;50509,2384;CZK;6;17;17;6606;poptavka;Stroje, zařízení, nástroje, nářadí;Spojovací materiál;19;110;0;Česká republika;0,1;0
4104;1197-8-608;8;608;26.10.2018 12:00;9.11.2018 12:20;Dostawa fabrycz;Multikriteriální hodnocení;0;19853,1;PLN;9;12;12;950;ERMMA;Stroje, zařízení, nástroje, nářadí;Zemědělské stroje;1;114;0;;0,1;0
4105;1197-8-612;8;612;26.10.2018 12:00;9.11.2018 12:20;Dostawa urządze;Multikriteriální hodnocení;0;27522;PLN;37;12;12;653;ERMMA;Stroje, zařízení, nástroje, nářadí;Měřicí přístroje;1;78;0;;0,1;0
4106;1105-60-2733;60;2733;7.11.2018 13:00;9.11.2018 13:00;Výpalky  ;Jednotlivé položky;0;144432;CZK;31;10;10;5957;poptavka;Hutní materiál, kovy a slitiny;Plechy;1;79;0;;0;0
4107;1115-7-519;7;519;6.11.2018 15:00;9.11.2018 13:20;Operatívny lízi;[Pomocný výpočet] -  (min);0;9375478,56;EUR;4;25;25;430;343;Dopravní služby, auto-moto a příslušenství;Osobní automobily;16;1463;0;;0,1;0
4108;636-1-2867;1;2867;8.11.2018 13:30;9.11.2018 13:28;Ložiska ZKL - p;Celková nabídka účastníka;0;9820,8;CZK;6;18;18;2308;poptavka;Stroje, zařízení, nástroje, nářadí;Ložiska, gufera;3;144;14;Česká republika;0,1;0
4109;198-116-5359;116;5359;30.10.2018 13:30;9.11.2018 15:00;Náhradní díly m;Jednotlivé položky;0;970,2;CZK;30;6;6;4082;poptavka;Elektro, elektromateriál;Batérie, akumulátory, generátory a elektromotory;1;9;0;Česká republika;0,1;0
4110;198-116-5356;116;5356;30.10.2018 13:00;9.11.2018 15:00;Svařovací potře;Jednotlivé položky;3598,462;2287,026;CZK;20;9;9;4675;poptavka;Stroje, zařízení, nástroje, nářadí;Svařovací materiály a služby;3;20;0;Česká republika;0,1;0,364443476
4111;198-116-5357;116;5357;30.10.2018 13:00;9.11.2018 15:00;Čerpadlo nabídk;Jednotlivé položky;0;13013;CZK;43;11;11;3956;poptavka;Stroje, zařízení, nástroje, nářadí;Čerpadla a kompresory;1;24;0;Česká republika;0,1;0
4112;198-116-5340;116;5340;24.10.2018 7:00;9.11.2018 15:00;KOMATSU WA 470-;Jednotlivé položky;0;276450;CZK;19;12;12;6240;poptavka;Stavebnictví;Stavební stroje;1;107;0;Česká republika;0,1;0
4113;198-116-5361;116;5361;30.10.2018 13:30;9.11.2018 15:30;Spojovací mater;Jednotlivé položky;0;7177,8;CZK;35;17;17;3974;poptavka;Stroje, zařízení, nástroje, nářadí;Spojovací materiál;7;322;0;Česká republika;0,1;0
4114;198-116-5358;116;5358;30.10.2018 13:30;9.11.2018 16:00;Hutní materiál ;Jednotlivé položky;14205,36;14308,98;CZK;34;11;11;3952;poptavka;Hutní materiál, kovy a slitiny;Tyče a dráty;1;18;0;Česká republika;0,1;-0,00729443
4115;198-116-5360;116;5360;30.10.2018 13:30;9.11.2018 16:00;Vázací prostřed;Jednotlivé položky;0;1199,52;CZK;28;11;11;5061;poptavka;Stroje, zařízení, nástroje, nářadí;Zabezpečovací zařízení, hasící a požární pomůcky;4;35;0;Česká republika;0,1;0
4116;198-116-5186;116;5186;5.9.2018 15:30;9.11.2018 16:00;Oleje a mazivá ;Jednotlivé položky;1110647,928;221663,488;CZK;21;7;7;3922;poptavka;Stroje, zařízení, nástroje, nářadí;Oleje a maziva;15;93;0;Česká republika;0,1;0,800419663
4117;1120-36-2488;36;2488;9.11.2018 11:56;9.11.2018 16:56;plechy-9.11.201;Jednotlivé položky;0;235,116;EUR;11;35;35;9683;poptavka;Hutní materiál, kovy a slitiny;Plechy;10;1357;0;;0,1;0
4118;198-116-5364;116;5364;30.10.2018 16:00;9.11.2018 17:00;Díly Envirmine;Jednotlivé položky;29278,26;30264;CZK;3;8;8;4488;poptavka;Stroje, zařízení, nástroje, nářadí;Náhradní díly;1;60;0;Česká republika;0,1;-0,033667984
4119;198-116-5363;116;5363;30.10.2018 15:30;9.11.2018 17:00;Díly ZVVZ;Jednotlivé položky;34020;36050;CZK;1;7;7;4516;poptavka;Stroje, zařízení, nástroje, nářadí;Náhradní díly;1;19;0;Česká republika;0,1;-0,059670782
4120;198-116-5352;116;5352;30.10.2018 11:00;10.11.2018 11:30;Nářadí;Jednotlivé položky;0;383,2205;CZK;51;9;9;3942;poptavka;Stroje, zařízení, nástroje, nářadí;Nářadí a nástroje;3;116;0;Česká republika;0,1;0
4121;154-52-6954;52;6954;9.11.2018 9:00;12.11.2018 9:00;Přeprava: Skawi;Celková nabídka účastníka;0;488,25;EUR;55;5;5;2751;poptavka;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;7;0;;0;0
4122;585-1-3529;1;3529;6.11.2018 8:00;12.11.2018 9:20;Dodávka mlieka ;Celková nabídka účastníka;13815,4224;12517,5798;EUR;4;10;10;656;ERMMA;Potraviny a nápoje;Mléko a mléčné výrobky;58;153;0;Slovenská republika;0,5;0,093941579
4123;1453-28-1024;28;1024;8.11.2018 10:00;12.11.2018 10:00;laserové výpalk;Celková nabídka účastníka;0;583062,5;CZK;6;16;16;2269;poptavka;Hutní materiál, kovy a slitiny;Kovovýroba a povrchová úprava kovů;2;178;0;;0,1;0
4124;1474-28-1024;28;1024;8.11.2018 10:00;12.11.2018 10:00;laserové výpalk;Celková nabídka účastníka;0;638300;CZK;6;16;16;2269;poptavka;Hutní materiál, kovy a slitiny;Kovovýroba a povrchová úprava kovů;2;178;0;;0,1;0
4125;106-77-6061;77;6061;7.11.2018 10:00;12.11.2018 10:00;Expedičný sklad;Celková nabídka účastníka;143426,3328;143860,6515;EUR;5;12;12;9688;ERMMA;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;160;0;Slovenská republika;0,1;-0,003028166
4126;636-1-2861;1;2861;6.11.2018 12:00;12.11.2018 10:00;ND - TP400  ;Celková nabídka účastníka;0;66956;CZK;19;25;25;2405;poptavka;Stroje, zařízení, nástroje, nářadí;Náhradní díly;3;114;0;Česká republika;0,1;0
4127;22-83-1846;83;1846;9.11.2018 9:30;12.11.2018 10:19;Elektromateriál;Celková nabídka účastníka;0;703800;CZK;1;10;10;3924;ERMMA;Elektro, elektromateriál;Vodiče, rozvaděče a kabely;1;100;9;Česká republika;0,1;0
4128;162-1-9427;1;9427;5.11.2018 13:30;12.11.2018 10:25;Náhradné diely ;Jednotlivé položky;0;1025;EUR;8;2;2;91;ERMMA;Dopravní služby, auto-moto a příslušenství;Železniční doprava;8;3;0;Slovenská republika;0,1;0
4129;80-1-3255;1;3255;30.10.2018 10:00;12.11.2018 10:52;Tělesa hnací a ;Celková nabídka účastníka;479750;403242,5;CZK;5;31;31;4787;ERMMA;Hutní materiál, kovy a slitiny;Kovy, slitiny, nerez a odlitky;3;734;16;Česká republika;0,1;0,159473684
4130;1105-60-2738;60;2738;8.11.2018 12:00;12.11.2018 12:00;Nástroje pro ob;Jednotlivé položky;0;2612,5;CZK;38;17;17;7890;poptavka;Stroje, zařízení, nástroje, nářadí;Nářadí a nástroje;7;102;0;;0,1;0
4131;1453-28-1018;28;1018;8.11.2018 10:00;12.11.2018 12:00;svařovaná síť;Celková nabídka účastníka;0;207740;CZK;8;13;13;2867;poptavka;Hutní materiál, kovy a slitiny;Tyče a dráty;1;121;0;;0,1;0
4132;1474-28-1018;28;1018;8.11.2018 10:00;12.11.2018 12:00;svařovaná síť;Celková nabídka účastníka;0;207740;CZK;5;13;13;2867;poptavka;Hutní materiál, kovy a slitiny;Tyče a dráty;1;121;0;;0,1;0
4133;106-85-6064;85;6064;7.11.2018 13:00;12.11.2018 12:00;DVT Radotina - ;Celková nabídka účastníka;16663,9671;16154,3136;EUR;2;6;6;10138;ERMMA;Stavebnictví;Vodohospodářské stavby;1;9;0;Slovenská republika;0,1;0,030584164
4134;106-85-6065;85;6065;7.11.2018 13:30;12.11.2018 12:30;DVT Holcovský p;Celková nabídka účastníka;16297,392;16596,0531;EUR;2;11;11;10138;ERMMA;Stavebnictví;Vodohospodářské stavby;1;86;0;Slovenská republika;0,1;-0,018325699
4135;80-5-3286;5;3286;7.11.2018 13:00;12.11.2018 13:30;Dodávka fosfore;Celková nabídka účastníka;103000;95520;CZK;4;38;38;2413;ERMMA;Chemie;Chemické látky;1;248;0;Česká republika;0;0,072621359
4136;148-88-5524;88;5524;12.11.2018 9:00;12.11.2018 14:03;Plech tl. hladk;Jednotlivé položky;366139,25;268062,3;CZK;14;20;20;6636;ERMMA;Hutní materiál, kovy a slitiny;Plechy;5;234;9;Česká republika;0,3;0,267867895
4137;585-1-3533;1;3533;7.11.2018 13:00;12.11.2018 14:20;Maliarske a nat;Celková nabídka účastníka;4725;4442,83;EUR;3;14;14;1121;ERMMA;Stavebnictví;Natěrací a malířské práce;1;34;0;Slovenská republika;0,5;0,059718519
4138;1453-28-1029;28;1029;8.11.2018 15:00;12.11.2018 15:00;Spojovací mater;Celková nabídka účastníka;0;102363,5;CZK;8;14;14;2900;poptavka;Stroje, zařízení, nástroje, nářadí;Spojovací materiál;11;213;0;;0,1;0
4139;1474-28-1029;28;1029;8.11.2018 15:00;12.11.2018 15:00;Spojovací mater;Celková nabídka účastníka;0;98309,5;CZK;11;14;14;2900;poptavka;Stroje, zařízení, nástroje, nářadí;Spojovací materiál;11;213;0;;0,1;0
4140;1465-19-1041;19;1041;12.11.2018 14:00;12.11.2018 15:49; dvakrát export;Jednotlivé položky;0;399;EUR;20;9;9;1705;ERMMA;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;23;2;;0;0
4141;1474-19-1041;19;1041;12.11.2018 14:00;12.11.2018 15:49; dvakrát export;Jednotlivé položky;0;361;EUR;24;9;9;1705;ERMMA;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;23;2;;0;0
4142;397-130-2227;130;2227;7.11.2018 8:00;12.11.2018 16:00;Antiinfektíva -;Skupiny položek;0;133315,7883;EUR;4;14;14;8064;343;Zdravotnictví;Léky a léčiva;42;625;0;;0,01;0
4143;1120-36-2489;36;2489;12.11.2018 11:08;12.11.2018 17:08;plechy-12.11.20;Jednotlivé položky;0;1143,3;EUR;17;35;35;9518;poptavka;Hutní materiál, kovy a slitiny;Plechy;12;480;0;;0,1;0
4144;148-88-5523;88;5523;12.11.2018 8:40;12.11.2018 18:00;Tyče, trubky (D;Jednotlivé položky;0;650,312;CZK;10;17;17;7752;poptavka;Hutní materiál, kovy a slitiny;Tyče a dráty;6;30;0;Česká republika;0,1;0
4145;636-1-2858;1;2858;6.11.2018 8:00;13.11.2018 7:04;Vysokotlaké hor;Multikriteriální hodnocení;202111,55;219131,47;CZK;53;13;13;156;poptavka;Stroje, zařízení, nástroje, nářadí;Nářadí a nástroje;2;54;0;Česká republika;1;-0,084210526
